Caste,Marks,Selection Percentage,Chance,School Type,Total Marks,Gender,Selection Chance,Result
SC,486.0,59.86,Less Chance,Government,490.0,Male,Less Chance,Not Selected
SC,574.0,83.7,High Chance,Government,578.0,Male,High Chance,Selected
ST,563.0,82.5,High Chance,Private,565.0,Female,High Chance,Selected
SC,486.0,59.86,Less Chance,Government,490.0,Male,Less Chance,Not Selected
BCE,486.0,59.31,Less Chance,Private,488.0,Female,Less Chance,Not Selected
SC,593.0,99.26,High Chance,Government,599.0,Female,High Chance,Selected
ST,581.0,92.5,High Chance,Government,585.0,Male,High Chance,Selected
BCE,552.0,67.08,Moderate Chance,Private,552.0,Male,Moderate Chance,Not Selected
BCB,454.0,54.89,Less Chance,Private,454.0,Male,Less Chance,Not Selected
BCD,493.0,59.78,Less Chance,Government,497.0,Male,Less Chance,Not Selected
BCE,585.0,90.83,High Chance,Government,589.0,Male,High Chance,Selected
SC,471.0,57.78,Less Chance,Private,473.0,Female,Less Chance,Not Selected
BCE,510.0,62.71,Moderate Chance,Government,516.0,Female,Less Chance,Not Selected
SC,539.0,66.34,Moderate Chance,Government,543.0,Male,Less Chance,Not Selected
SC,528.0,64.99,Moderate Chance,Government,532.0,Male,Less Chance,Not Selected
SC,484.0,59.62,Less Chance,Government,488.0,Male,Less Chance,Not Selected
ST,546.0,68.25,Moderate Chance,Private,546.0,Male,Moderate Chance,Not Selected
ST,488.0,61.5,Moderate Chance,Government,492.0,Male,Less Chance,Not Selected
BCE,411.0,50.43,Less Chance,Government,415.0,Male,Less Chance,Not Selected
SC,581.0,90.37,High Chance,Government,587.0,Female,High Chance,Selected
BCD,501.0,60.98,Moderate Chance,Government,507.0,Female,Less Chance,Not Selected
SC,555.0,68.53,Moderate Chance,Government,561.0,Female,Moderate Chance,Not Selected
SC,404.0,50.09,Less Chance,Government,410.0,Female,Less Chance,Not Selected
BCE,553.0,67.69,Moderate Chance,Government,557.0,Male,Moderate Chance,Not Selected
SC,433.0,53.63,Less Chance,Government,439.0,Female,Less Chance,Not Selected
SC,562.0,69.14,Moderate Chance,Government,566.0,Male,Moderate Chance,Not Selected
SC,444.0,54.73,Less Chance,Government,448.0,Male,Less Chance,Not Selected
SC,594.0,95.56,High Chance,Private,594.0,Male,High Chance,Selected
SC,406.0,50.09,Less Chance,Government,410.0,Male,Less Chance,Not Selected
SC,430.0,53.26,Less Chance,Government,436.0,Female,Less Chance,Not Selected
ST,501.0,63.38,Moderate Chance,Government,507.0,Female,Less Chance,Not Selected
SC,404.0,50.09,Less Chance,Government,410.0,Female,Less Chance,Not Selected
SC,460.0,56.68,Less Chance,Government,464.0,Male,Less Chance,Not Selected
SC,487.0,59.49,Less Chance,Private,487.0,Male,Less Chance,Not Selected
BCE,455.0,55.78,Less Chance,Government,459.0,Male,Less Chance,Not Selected
BCC,531.0,66.17,Moderate Chance,Government,535.0,Male,Less Chance,Not Selected
ST,530.0,66.75,Moderate Chance,Government,534.0,Male,Less Chance,Not Selected
BCE,533.0,65.5,Moderate Chance,Government,539.0,Female,Less Chance,Not Selected
SC,407.0,50.21,Less Chance,Government,411.0,Male,Less Chance,Not Selected
SC,591.0,96.3,High Chance,Government,595.0,Male,High Chance,Selected
SC,444.0,54.73,Less Chance,Government,448.0,Male,Less Chance,Not Selected
BCC,585.0,93.53,High Chance,Government,589.0,Male,High Chance,Selected
SC,446.0,55.22,Less Chance,Government,452.0,Female,Less Chance,Not Selected
ST,512.0,64.25,Moderate Chance,Private,514.0,Female,Less Chance,Not Selected
SC,567.0,80.0,Moderate Chance,Government,573.0,Female,High Chance,Selected
SC,491.0,59.98,Less Chance,Private,491.0,Male,Less Chance,Not Selected
ST,558.0,80.0,Moderate Chance,Private,560.0,Female,High Chance,Selected
SC,575.0,84.44,High Chance,Government,579.0,Male,High Chance,Selected
ST,446.0,56.5,Less Chance,Government,452.0,Female,Less Chance,Not Selected
SC,510.0,63.04,Moderate Chance,Government,516.0,Female,Less Chance,Not Selected
SC,478.0,58.64,Less Chance,Private,480.0,Female,Less Chance,Not Selected
ST,526.0,66.5,Moderate Chance,Government,532.0,Female,Less Chance,Not Selected
ST,481.0,60.38,Moderate Chance,Private,483.0,Female,Less Chance,Not Selected
ST,475.0,60.12,Less Chance,Government,481.0,Female,Less Chance,Not Selected
ST,584.0,95.0,High Chance,Government,590.0,Female,High Chance,Selected
ST,473.0,59.62,Less Chance,Government,477.0,Male,Less Chance,Not Selected
ST,468.0,59.25,Less Chance,Government,474.0,Female,Less Chance,Not Selected
ST,436.0,55.0,Less Chance,Government,440.0,Male,Less Chance,Not Selected
ST,583.0,93.5,High Chance,Government,587.0,Male,High Chance,Selected
ST,556.0,81.0,Moderate Chance,Government,562.0,Female,High Chance,Selected
ST,570.0,86.0,High Chance,Private,572.0,Female,High Chance,Selected
BCB,588.0,94.29,High Chance,Government,594.0,Female,High Chance,Selected
BCD,416.0,50.52,Less Chance,Government,420.0,Male,Less Chance,Not Selected
EWS,579.0,85.0,Moderate Chance,Government,585.0,Female,High Chance,Selected
BCB,555.0,67.82,Moderate Chance,Government,561.0,Female,Moderate Chance,Not Selected
OC,486.0,58.97,Less Chance,Government,492.0,Female,Less Chance,Not Selected
OC,423.0,51.18,Less Chance,Government,427.0,Male,Less Chance,Not Selected
SC,490.0,60.35,Less Chance,Government,494.0,Male,Less Chance,Not Selected
BCD,464.0,56.29,Less Chance,Government,468.0,Male,Less Chance,Not Selected
EWS,559.0,67.47,Moderate Chance,Private,559.0,Male,Moderate Chance,Not Selected
BCB,487.0,58.88,Less Chance,Private,487.0,Male,Less Chance,Not Selected
BCD,436.0,53.16,Less Chance,Government,442.0,Female,Less Chance,Not Selected
BCD,511.0,61.46,Moderate Chance,Private,511.0,Male,Less Chance,Not Selected
BCB,463.0,56.7,Less Chance,Government,469.0,Female,Less Chance,Not Selected
OC,431.0,52.38,Less Chance,Government,437.0,Female,Less Chance,Not Selected
BCD,546.0,66.39,Moderate Chance,Government,552.0,Female,Less Chance,Not Selected
BCE,449.0,55.3,Less Chance,Government,455.0,Female,Less Chance,Not Selected
BCD,484.0,58.93,Less Chance,Government,490.0,Female,Less Chance,Not Selected
BCE,596.0,101.67,High Chance,Government,602.0,Female,High Chance,Selected
EWS,456.0,55.76,Less Chance,Government,462.0,Female,Less Chance,Not Selected
BCB,572.0,69.88,Moderate Chance,Government,578.0,Female,Moderate Chance,Not Selected
EWS,447.0,54.67,Less Chance,Government,453.0,Female,Less Chance,Not Selected
EWS,563.0,68.43,Moderate Chance,Government,567.0,Male,Moderate Chance,Not Selected
BCD,540.0,65.43,Moderate Chance,Government,544.0,Male,Less Chance,Not Selected
BCD,472.0,57.25,Less Chance,Government,476.0,Male,Less Chance,Not Selected
BCB,431.0,52.83,Less Chance,Government,437.0,Female,Less Chance,Not Selected
BCB,592.0,92.38,High Chance,Private,592.0,Male,High Chance,Selected
BCD,555.0,67.47,Moderate Chance,Government,561.0,Female,Moderate Chance,Not Selected
EWS,562.0,68.55,Moderate Chance,Government,568.0,Female,Moderate Chance,Not Selected
BCD,574.0,69.04,Moderate Chance,Private,574.0,Male,Moderate Chance,Not Selected
BCD,501.0,60.74,Moderate Chance,Government,505.0,Male,Less Chance,Not Selected
EWS,477.0,58.05,Less Chance,Government,481.0,Male,Less Chance,Not Selected
OC,463.0,56.22,Less Chance,Government,469.0,Female,Less Chance,Not Selected
BCD,509.0,61.94,Moderate Chance,Government,515.0,Female,Less Chance,Not Selected
BCB,484.0,59.24,Less Chance,Government,490.0,Female,Less Chance,Not Selected
SC,546.0,67.19,Moderate Chance,Government,550.0,Male,Moderate Chance,Not Selected
EWS,513.0,62.64,Moderate Chance,Government,519.0,Female,Less Chance,Not Selected
BCD,595.0,98.89,High Chance,Government,599.0,Male,High Chance,Selected
BCD,564.0,68.56,Moderate Chance,Government,570.0,Female,Moderate Chance,Not Selected
EWS,476.0,57.93,Less Chance,Government,480.0,Male,Less Chance,Not Selected
BCB,517.0,62.99,Moderate Chance,Government,521.0,Male,Less Chance,Not Selected
BCE,407.0,49.95,Less Chance,Government,411.0,Male,Less Chance,Not Selected
BCB,432.0,52.71,Less Chance,Government,436.0,Male,Less Chance,Not Selected
BCD,586.0,91.11,High Chance,Government,592.0,Female,High Chance,Selected
BCB,589.0,89.52,High Chance,Private,589.0,Male,High Chance,Selected
EWS,589.0,93.0,High Chance,Government,593.0,Male,High Chance,Selected
BCD,587.0,92.22,High Chance,Government,593.0,Female,High Chance,Selected
BCB,402.0,49.33,Less Chance,Government,408.0,Female,Less Chance,Not Selected
BCD,529.0,64.35,Moderate Chance,Government,535.0,Female,Less Chance,Not Selected
EWS,431.0,52.74,Less Chance,Government,437.0,Female,Less Chance,Not Selected
BCD,600.0,102.22,High Chance,Private,602.0,Female,High Chance,Selected
BCE,402.0,49.34,Less Chance,Government,406.0,Male,Less Chance,Not Selected
SC,433.0,53.14,Less Chance,Private,435.0,Female,Less Chance,Not Selected
EWS,563.0,68.67,Moderate Chance,Government,569.0,Female,Moderate Chance,Not Selected
BCD,515.0,62.66,Moderate Chance,Government,521.0,Female,Less Chance,Not Selected
EWS,402.0,49.24,Less Chance,Government,408.0,Female,Less Chance,Not Selected
BCB,482.0,58.76,Less Chance,Government,486.0,Male,Less Chance,Not Selected
BCB,509.0,62.26,Moderate Chance,Government,515.0,Female,Less Chance,Not Selected
BCB,571.0,69.52,Moderate Chance,Government,575.0,Male,Moderate Chance,Not Selected
OC,401.0,48.54,Less Chance,Government,405.0,Male,Less Chance,Not Selected
BCD,547.0,65.79,Moderate Chance,Private,547.0,Male,Less Chance,Not Selected
EWS,445.0,54.43,Less Chance,Government,451.0,Female,Less Chance,Not Selected
SC,552.0,68.17,Moderate Chance,Government,558.0,Female,Moderate Chance,Not Selected
BCB,483.0,58.64,Less Chance,Private,485.0,Female,Less Chance,Not Selected
BCD,501.0,60.98,Moderate Chance,Government,507.0,Female,Less Chance,Not Selected
OC,594.0,97.5,High Chance,Government,598.0,Male,High Chance,Selected
BCB,428.0,52.47,Less Chance,Government,434.0,Female,Less Chance,Not Selected
BCD,570.0,69.28,Moderate Chance,Government,576.0,Female,Moderate Chance,Not Selected
BCD,598.0,97.78,High Chance,Private,598.0,Male,High Chance,Selected
BCB,426.0,52.23,Less Chance,Government,432.0,Female,Less Chance,Not Selected
EWS,492.0,59.38,Less Chance,Private,492.0,Male,Less Chance,Not Selected
OC,552.0,66.88,Moderate Chance,Government,558.0,Female,Less Chance,Not Selected
EWS,591.0,95.0,High Chance,Government,595.0,Male,High Chance,Selected
BCD,552.0,67.11,Moderate Chance,Government,558.0,Female,Moderate Chance,Not Selected
BCD,436.0,52.68,Less Chance,Private,438.0,Female,Less Chance,Not Selected
BCB,469.0,56.7,Less Chance,Private,469.0,Male,Less Chance,Not Selected
EWS,444.0,53.59,Less Chance,Private,444.0,Male,Less Chance,Not Selected
BCD,600.0,100.0,High Chance,Private,600.0,Male,High Chance,Selected
EWS,563.0,68.43,Moderate Chance,Government,567.0,Male,Moderate Chance,Not Selected
BCD,403.0,49.19,Less Chance,Government,409.0,Female,Less Chance,Not Selected
OC,435.0,52.38,Less Chance,Private,437.0,Female,Less Chance,Not Selected
BCB,483.0,59.12,Less Chance,Government,489.0,Female,Less Chance,Not Selected
BCD,497.0,60.5,Less Chance,Government,503.0,Female,Less Chance,Not Selected
EWS,402.0,49.24,Less Chance,Government,408.0,Female,Less Chance,Not Selected
EWS,543.0,66.26,Moderate Chance,Government,549.0,Female,Less Chance,Not Selected
BCB,506.0,61.66,Moderate Chance,Government,510.0,Male,Less Chance,Not Selected
BCD,542.0,65.91,Moderate Chance,Government,548.0,Female,Less Chance,Not Selected
SC,582.0,91.11,High Chance,Government,588.0,Female,High Chance,Selected
BCD,480.0,58.21,Less Chance,Government,484.0,Male,Less Chance,Not Selected
BCD,519.0,62.9,Moderate Chance,Government,523.0,Male,Less Chance,Not Selected
OC,549.0,66.52,Moderate Chance,Government,555.0,Female,Less Chance,Not Selected
EWS,457.0,55.88,Less Chance,Government,463.0,Female,Less Chance,Not Selected
SC,419.0,51.68,Less Chance,Government,423.0,Male,Less Chance,Not Selected
BCB,407.0,49.93,Less Chance,Government,413.0,Female,Less Chance,Not Selected
BCD,423.0,51.6,Less Chance,Government,429.0,Female,Less Chance,Not Selected
BCD,417.0,50.88,Less Chance,Government,423.0,Female,Less Chance,Not Selected
BCB,504.0,61.66,Moderate Chance,Government,510.0,Female,Less Chance,Not Selected
BCD,408.0,49.79,Less Chance,Government,414.0,Female,Less Chance,Not Selected
SC,557.0,68.53,Moderate Chance,Government,561.0,Male,Moderate Chance,Not Selected
EWS,493.0,59.74,Less Chance,Private,495.0,Female,Less Chance,Not Selected
SC,426.0,52.77,Less Chance,Government,432.0,Female,Less Chance,Not Selected
BCB,598.0,103.81,High Chance,Government,604.0,Female,High Chance,Selected
EWS,438.0,53.59,Less Chance,Government,444.0,Female,Less Chance,Not Selected
BCB,588.0,92.38,High Chance,Government,592.0,Male,High Chance,Selected
BCD,440.0,53.16,Less Chance,Private,442.0,Female,Less Chance,Not Selected
BCD,574.0,69.52,Moderate Chance,Government,578.0,Male,Moderate Chance,Not Selected
BCB,450.0,54.89,Less Chance,Government,454.0,Male,Less Chance,Not Selected
BCD,581.0,81.11,Moderate Chance,Private,583.0,Female,High Chance,Selected
BCD,530.0,64.23,Moderate Chance,Government,534.0,Male,Less Chance,Not Selected
BCB,492.0,59.72,Less Chance,Private,494.0,Female,Less Chance,Not Selected
EWS,548.0,66.14,Moderate Chance,Private,548.0,Male,Less Chance,Not Selected
BCD,493.0,59.3,Less Chance,Private,493.0,Male,Less Chance,Not Selected
EWS,415.0,50.33,Less Chance,Private,417.0,Female,Less Chance,Not Selected
BCD,577.0,69.88,Moderate Chance,Government,581.0,Male,Moderate Chance,Not Selected
BCD,410.0,49.79,Less Chance,Government,414.0,Male,Less Chance,Not Selected
BCD,420.0,51.0,Less Chance,Government,424.0,Male,Less Chance,Not Selected
EWS,470.0,57.21,Less Chance,Government,474.0,Male,Less Chance,Not Selected
BCE,419.0,51.65,Less Chance,Government,425.0,Female,Less Chance,Not Selected
BCB,442.0,53.92,Less Chance,Government,446.0,Male,Less Chance,Not Selected
SC,474.0,58.64,Less Chance,Government,480.0,Female,Less Chance,Not Selected
EWS,440.0,53.59,Less Chance,Government,444.0,Male,Less Chance,Not Selected
OC,559.0,67.0,Moderate Chance,Private,559.0,Male,Moderate Chance,Not Selected
BCD,418.0,51.0,Less Chance,Government,424.0,Female,Less Chance,Not Selected
SC,429.0,53.14,Less Chance,Government,435.0,Female,Less Chance,Not Selected
BCB,552.0,66.74,Moderate Chance,Private,552.0,Male,Less Chance,Not Selected
EWS,534.0,64.69,Moderate Chance,Private,536.0,Female,Less Chance,Not Selected
SC,567.0,69.76,Moderate Chance,Government,571.0,Male,Moderate Chance,Not Selected
BCD,558.0,67.11,Moderate Chance,Private,558.0,Male,Moderate Chance,Not Selected
BCD,455.0,55.21,Less Chance,Government,459.0,Male,Less Chance,Not Selected
BCD,569.0,69.16,Moderate Chance,Government,575.0,Female,Moderate Chance,Not Selected
EWS,500.0,60.34,Moderate Chance,Private,500.0,Male,Less Chance,Not Selected
BCB,529.0,64.68,Moderate Chance,Government,535.0,Female,Less Chance,Not Selected
BCB,525.0,63.47,Moderate Chance,Private,525.0,Male,Less Chance,Not Selected
BCD,533.0,64.59,Moderate Chance,Government,537.0,Male,Less Chance,Not Selected
BCB,553.0,67.34,Moderate Chance,Government,557.0,Male,Moderate Chance,Not Selected
EWS,589.0,95.0,High Chance,Government,595.0,Female,High Chance,Selected
BCB,426.0,51.99,Less Chance,Government,430.0,Male,Less Chance,Not Selected
OC,534.0,64.73,Moderate Chance,Government,540.0,Female,Less Chance,Not Selected
BCE,430.0,52.5,Less Chance,Private,432.0,Female,Less Chance,Not Selected
EWS,470.0,57.45,Less Chance,Government,476.0,Female,Less Chance,Not Selected
BCD,483.0,58.09,Less Chance,Private,483.0,Male,Less Chance,Not Selected
BCB,498.0,60.69,Moderate Chance,Government,502.0,Male,Less Chance,Not Selected
OC,462.0,55.86,Less Chance,Government,466.0,Male,Less Chance,Not Selected
EWS,410.0,49.97,Less Chance,Government,414.0,Male,Less Chance,Not Selected
BCD,509.0,61.94,Moderate Chance,Government,515.0,Female,Less Chance,Not Selected
SC,566.0,69.88,Moderate Chance,Government,572.0,Female,Moderate Chance,Not Selected
OC,552.0,66.88,Moderate Chance,Government,558.0,Female,Less Chance,Not Selected
BCD,513.0,62.18,Moderate Chance,Government,517.0,Male,Less Chance,Not Selected
BCD,545.0,65.79,Moderate Chance,Private,547.0,Female,Less Chance,Not Selected
BCB,576.0,69.88,Moderate Chance,Private,578.0,Female,Moderate Chance,Not Selected
OC,532.0,64.01,Moderate Chance,Private,534.0,Female,Less Chance,Not Selected
BCD,449.0,54.48,Less Chance,Government,453.0,Male,Less Chance,Not Selected
BCD,466.0,56.77,Less Chance,Government,472.0,Female,Less Chance,Not Selected
SC,533.0,65.85,Moderate Chance,Government,539.0,Female,Less Chance,Not Selected
EWS,568.0,68.79,Moderate Chance,Private,570.0,Female,Moderate Chance,Not Selected
BCD,430.0,52.2,Less Chance,Government,434.0,Male,Less Chance,Not Selected
BCB,512.0,62.14,Moderate Chance,Private,514.0,Female,Less Chance,Not Selected
BCB,490.0,59.72,Less Chance,Government,494.0,Male,Less Chance,Not Selected
OC,462.0,56.1,Less Chance,Government,468.0,Female,Less Chance,Not Selected
EWS,419.0,51.05,Less Chance,Government,423.0,Male,Less Chance,Not Selected
OC,482.0,58.25,Less Chance,Government,486.0,Male,Less Chance,Not Selected
BCD,563.0,68.44,Moderate Chance,Government,569.0,Female,Moderate Chance,Not Selected
BCA,467.0,56.84,Less Chance,Government,471.0,Male,Less Chance,Not Selected
SC,554.0,67.68,Moderate Chance,Private,554.0,Male,Moderate Chance,Not Selected
EWS,480.0,58.66,Less Chance,Government,486.0,Female,Less Chance,Not Selected
BCD,499.0,60.5,Moderate Chance,Government,503.0,Male,Less Chance,Not Selected
BCA,492.0,60.1,Less Chance,Government,498.0,Female,Less Chance,Not Selected
BCB,433.0,52.83,Less Chance,Government,437.0,Male,Less Chance,Not Selected
BCD,456.0,55.57,Less Chance,Government,462.0,Female,Less Chance,Not Selected
EWS,463.0,56.6,Less Chance,Government,469.0,Female,Less Chance,Not Selected
BCD,597.0,101.11,High Chance,Government,601.0,Male,High Chance,Selected
BCB,539.0,65.89,Moderate Chance,Government,545.0,Female,Less Chance,Not Selected
BCA,461.0,56.36,Less Chance,Government,467.0,Female,Less Chance,Not Selected
EWS,513.0,62.4,Moderate Chance,Government,517.0,Male,Less Chance,Not Selected
SC,467.0,57.78,Less Chance,Government,473.0,Female,Less Chance,Not Selected
BCD,555.0,67.47,Moderate Chance,Government,561.0,Female,Moderate Chance,Not Selected
BCB,533.0,64.92,Moderate Chance,Government,537.0,Male,Less Chance,Not Selected
EWS,449.0,54.91,Less Chance,Government,455.0,Female,Less Chance,Not Selected
BCD,440.0,53.4,Less Chance,Government,444.0,Male,Less Chance,Not Selected
BCD,523.0,63.38,Moderate Chance,Government,527.0,Male,Less Chance,Not Selected
BCB,437.0,53.32,Less Chance,Government,441.0,Male,Less Chance,Not Selected
BCA,469.0,57.09,Less Chance,Government,473.0,Male,Less Chance,Not Selected
